 Mean of the integrated profile, Standard deviation of the integrated profile, Excess kurtosis of the integrated profile, Skewness of the integrated profile, Mean of the DM-SNR curve, Standard deviation of the DM-SNR curve, Excess kurtosis of the DM-SNR curve, Skewness of the DM-SNR curve
-1.1271746999344279,-0.40840656884810617,-5.564300136538424e-17,0.20165552807009068,-0.028975399384995118,0.7570666887491883,-0.9974911575894478,-0.8643943587567136
0.09725312570120274,0.13476023009962437,-0.3122556954390687,-0.2928380493218592,-0.3545608937518312,-0.6658856777914589,0.517139030558947,0.39242922907461025
0.6995000631253387,0.5709167740266665,-0.5528297451271943,-0.3375245952861055,0.2855166534769671,1.6942016595669476,-1.3064704847371627,-0.9659818644722685
1.1018034335611206,0.8116000043469171,-0.8286259983855262,-0.27191303817564244,-0.3289195967411146,-0.45159684724207616,-0.05497617417082808,-0.27569362158843375
0.29478045623048305,2.169159850640704,-5.564300136538424e-17,-0.39440784973288484,-0.32181417706811744,-1.9070356514534015e-16,-0.17527120500063526,-0.32629737963136135
0.8535351373912913,0.5345720070832451,-5.564300136538424e-17,-0.2943236446808047,-0.14841946969039269,0.5490854787309375,-0.792985708662337,-0.790503950944428
-1.0453246898833042,-1.8040729163243496,0.8853128301841798,0.5199211961000046,-0.08447069273418596,0.7604320539792905,-0.9330044283266106,-0.8513404865855416
-0.723663211269109,0.3249581953623353,0.05606214043083324,-0.2741878346283273,-0.36978278093917455,-0.7157589765082805,0.7888713695828272,0.6831208561315193
0.709467038519018,0.6773540543912963,-0.47996445051804965,-0.35122004618243513,-0.32397669609756924,-0.44226806218889314,-0.010148422751936505,-0.24432023082857202
-0.20447440212563373,-0.573754679779668,0.0642116552983634,-0.1477843264932793,-0.38025836009453146,-0.6940248244219829,0.6909122722146268,0.47335144037965043
0.35156201301871653,0.5447475042614687,-0.5307105530947429,-0.3621369042662909,-0.30782801505005786,-0.14868119037528718,-0.26643100302183775,-0.4996247481959039
0.23528063342579159,-0.6894504130796795,-0.2283182495631202,-0.14882811159322795,-0.34242831948769703,-0.5413129288155577,0.23517389360556337,0.06635769465874715
0.10057545083242916,-0.24584241253992378,-0.21636987301685992,-0.2929318693629669,0.2425471193799036,1.6860718186542896,-1.2383839304189743,-0.9484748403115407
0.26820185518067163,0.03186813994894131,-0.19424003475740043,-0.25081288775225397,-0.13940429299866489,0.4489698092942663,-0.8900221164823248,-0.8296158571252797
-1.617368671569018,-0.1822286192608812,1.5476152689281881,0.42787036299338826,-0.34310235140432255,-0.4402964342152612,0.37219168906413314,0.038986351698718606
0.15463874160420465,0.7227031766404955,-5.564300136538424e-17,-0.3351295203304768,-0.015382422455696283,1.1381365461796098,-1.0089719110666766,-0.8840498601829003
0.754469442569267,1.7171636994017514,-0.5741497955355105,-0.3841588122356514,-0.35312857597098857,-0.3425377426941325,0.236695811998225,-0.1344764072797309
0.43492217085676144,-0.6749709522176366,-0.10526031484681223,-0.17538237637664686,-0.3023234211874435,-0.32636068301657256,-0.4289323347166268,1.3564904523647298e-16
0.03594112555220594,-0.054751006702215034,-0.06908736040334065,-0.1699917373294708,-0.3604867575875284,-0.5456133536069144,0.47252569194632044,0.17327474974303905
0.1038977759636556,-1.6724172852127765,-0.10120054292230006,-0.03437445200657282,-0.28257990332963767,-0.11204067773160951,-0.384189663074441,-0.557576228238277
0.04892839651972743,0.096443691762054,0.07653415635984202,-0.18294860041587963,-0.3873637797675286,-0.6553506880733878,1.2372259404777661,1.017919161509
0.24041513590132335,-0.06818045555079069,-0.4472333147138876,-0.2774316467998763,-0.3282736495072756,-0.4895824066465886,0.03267691179568628,-0.18151830093163207
0.28239724437773,-0.5184348875892857,-0.10525340948405348,-0.20877832335953822,-0.2908087094743619,-0.38590380691740994,-0.5170953060391877,-0.5818520341617495
-0.08970317031962986,-0.2991187137629643,-5.564300136538424e-17,-0.12664757512063574,-0.38980714542330946,-0.7480994996914648,1.3817347619726503,1.326189252786606
-0.4454939889182418,-1.1091211755425325,-5.564300136538424e-17,-0.06215903199746187,2.8617227607571656,3.1038863915572814,-1.8924343566066548,-1.0201967913471355
-0.8595765120920084,-1.1409495590445742,0.20301077690057404,0.03190894044172114,-0.3040646702774017,-1.9070356514534015e-16,-0.20362934992102824,-0.42139198754477564
0.4068334220200289,1.1456701915387195,-0.2851855367313994,-0.3151705365955539,-0.37980900550584057,-0.6572957195320736,0.8809768103873713,0.6448252987561726
0.7173198070110078,0.3557425528082242,-0.2019405035776991,-0.27612966099030695,-0.2912861487458392,-0.23942689278116408,-0.4272386103955701,-0.5698842178558925
0.0951389187995132,-1.3788338219899536,-5.564300136538424e-17,-0.1457653400722769,-0.32743110962828836,-0.33723547289717254,-0.022224304697149144,-0.27321759580821287
-1.7010308589644472,-0.08636132465079673,1.5945570358551793,0.51124496420953,4.372761868385926,3.3078250735511374,-1.9461547787914735,-1.013785939156841
0.921491787802741,0.4490481536724717,-0.5492477272756662,-0.31276272363218943,-0.3413330176315779,-0.24463383263399133,0.1505793708612229,-0.20873942251657723
0.9580373642462316,0.6235103447898473,-0.5077790973444023,-0.31979345287016736,-0.3576502066414511,-0.6964408291230578,0.30916153328616164,0.2377879732697705
0.4690515108411784,0.4603413800186635,-0.40821060055774555,-0.2636401021917428,-0.37332144841748527,-1.9070356514534015e-16,0.7285925578047449,0.6970721589538382
0.14739003222698338,-0.21123729290472484,-0.16456066834251326,-0.17291795629799886,-0.36818195516238095,-0.7801560288007592,0.7144258685830059,0.8300778638472774
0.8477965758009911,-0.09702783525552336,-0.34003426577956725,-0.18745038741418407,2.2983725121169045,3.437115997471054,-1.7798679006134366,-1.0204838043418025
-0.2304489440606767,-0.24072686054120598,-5.564300136538424e-17,-0.15509598167029193,-0.36444669503892196,-0.7290618497768716,0.6550897747840161,0.613170171279405
0.8037002604228949,-0.05337176114623043,-5.564300136538424e-17,-0.225644566097365,-0.3320369942799318,-0.5738011944905538,0.05806586589705766,-0.0733810984179026
-2.508053836295085,-1.523414910850338,2.8209546320555545,1.8793406374734356,0.04176986586791481,0.927761551048152,-1.0787465729604886,-0.8922510598407831
0.8952152163103138,0.1369096703025859,-0.6570376433125116,-0.2145229807293067,-0.34824184465942687,-1.9070356514534015e-16,0.2631906202171726,-0.15511771965604185
0.8662203788014285,-0.35267499727924034,-0.36612521818676974,-0.21138847579855433,-0.3450963624378233,-0.49811467417286953,0.04368436281484468,-0.2038712447513144
-0.27967976191430466,-0.2875647367600726,-0.28453863184327016,-0.24032305556820943,-0.2943473769862619,-0.19099834662282245,-0.2496359663057031,-0.46235116004195614
-0.27665946634046246,-0.23674855355111699,-0.09903706440277409,-0.20640239726074597,-0.387953557669384,-1.9070356514534015e-16,1.2386428780201777,1.160461184366144
0.7251725755029975,0.12080357082165866,-0.49685143746042715,-0.26014455148982624,-0.12589557025208248,0.5811334488382374,-0.9038132324534388,-0.8391321690604847
-0.9474671132908166,-0.879534885180738,0.09319587551382953,-0.03761775454303689,-0.21478352761959385,0.22651620132267333,-0.6853312019456046,-0.7392359226344075
0.3947522397246601,1.0407664633709188,-0.4705846002814804,-0.29044035955725395,-0.36012165698001847,-0.7222669598138524,0.6372369051703554,0.5984060187282739
0.76685265442202,0.519333519470971,-0.3646155238563764,-0.3053740303451187,-0.28696111068693564,-0.22151440674587689,-0.4056270187994857,-0.5622629901836305
0.4802266044643946,0.3181962297334735,-0.5834636263342255,-0.29172960767790845,-0.3573131907167276,-0.6172118229599632,0.19760213853756395,0.003518334081652079
1.273054192597974,0.26896254956834215,-0.6046397096019431,-0.2631543069338291,-0.35750978332828653,-0.7726509086116594,0.5453083100689723,0.6993027098565933
-0.05345962343352338,0.734250288567618,-0.21610717854322023,-0.27245569927193725,-0.35141541153022765,-0.4673129162272685,0.34595190872239684,0.024738385743788026
0.6831904670265908,1.8628270802682914,-0.47397666602769506,-0.39298607608561764,-0.35172434283934323,-0.7023305202160705,0.29120174553397915,0.26162699177023635
0.31320425923092055,-1.6381091323804482,-0.4778201003244818,-0.036041796914215274,-0.3523702900731822,-0.4200303831295729,0.22534423461629938,-0.11504001408992873
0.039263450683432365,-1.3425653925685914,-0.29522930517038215,-0.07081984109005361,-0.3651488116047447,-0.6422758616161675,0.5014188422983776,0.28237622732864637
0.9030679848023035,0.8995332401817896,-5.564300136538424e-17,-0.28997598188515034,-0.3588578471615376,-1.9070356514534015e-16,0.3923989126467152,0.3186807148978805
-0.9906573399967602,-0.8158481015090301,-5.564300136538424e-17,0.32217620858609336,0.07387063535137872,1.1657199717600377,-1.1327031509609289,-0.9176487486068099
1.5820304298020316,0.1643976059686777,-0.7137890569099465,-0.3303532247780653,-0.37261933185166257,-0.7436011646863525,0.88147881901227,0.8673048430816833
-3.307828104248501,-2.041214066477848,4.402322785780129,3.9059978252974887,0.35078540944928144,1.3108797212452388,-1.2896527201443733,-0.9498293612491447
-0.5901661469052836,0.08067113453486184,-0.027375831906278972,-0.24771607079035138,-0.35029202502491136,-0.5728080319469924,0.19899462479591187,-0.0239863244926276
0.16641789434218926,-0.38922123844006906,-5.564300136538424e-17,-0.2500322787202731,-0.3663564520912419,-0.7704454618010408,0.6532632233837989,0.7407183369417
0.46089671279180444,0.06520107799186474,-0.5258004051424541,-0.29178385599733603,-0.34225981149174606,-0.5342879689067359,0.1332695399031836,-0.09789267025226948
0.20688985503167484,0.2708398208826212,0.10509176067794627,-0.23590198013348113,-0.12123351623486618,0.5078906913345874,-0.8331023579579128,-0.7969481280482863
-0.5451637428550347,0.49751798592519414,-0.042778746230772394,-0.243459428310751,-0.34636017225630417,-0.6693392718658265,0.19010753413535325,0.1131989705711966
-1.3361791536443086,-0.9012291740078396,0.41953249283650323,0.005464325950303931,-0.337232656900609,-0.3410201143534783,0.004958432225550751,-0.2886214461486944
-0.14074616551756317,0.08647572396888226,-5.564300136538424e-17,-0.3177294381091061,4.8774713402797705,1.762928709089659,-2.155815035073241,-0.9907148363394582
0.6898351172890437,1.2629723083917224,-0.5751530808930525,-0.33166039700536626,-0.40452350865638903,-0.85266634400542,2.059783216075533,2.368450824274626
-3.686573169208314,0.012579318008299034,3.154110794786504,1.7366228985521721,5.443967070637798,1.8536863694063186,-2.066699338619293,-0.9996616993491154
0.0703724950940071,-0.4410281189366334,-0.44509260213992363,-0.30904423013719207,-0.3561336348794276,-0.6480399412360718,0.3664102302041014,0.2056161284696176
-0.8867591722565882,-1.4045034874122972,0.2516135005852692,0.09965718114334035,-0.29917793896583994,-0.10578291144125736,-0.3218118117034721,-0.5342785002071202
0.880415767998487,1.3431396223778582,-0.5475612951522326,-0.37802223687741454,0.01786981798074567,1.2754647106086694,-1.0531344691630626,-0.9007757268359228
-0.03050537707232261,1.7092186877235858,-0.34860957459679465,-0.4067094816699038,-0.33360973540752814,-0.4149137102853619,0.20663151427004425,-0.0630651740062351
-0.07399763333565039,-0.35910706082324273,-0.5364210024192742,-0.26118490751241746,-0.2733400493099752,-1.9070356514534015e-16,-0.40177623004476987,-0.5582229215082855
1.2905719069262587,1.5438259847232951,-0.8673773625581691,-0.33575704228394343,6.367531202866087,-1.9070356514534015e-16,-2.2605318386926174,-0.973988087724764
0.2138365348515119,-0.9509596061666702,-5.564300136538424e-17,-0.11784353067235849,-0.3656824201746164,-0.5770384006763051,0.41895555914263033,0.13733110320486322
0.31531846613261005,0.10713537136614347,-0.22280694412449426,-0.2909812290399361,-0.3202414359741103,-0.32843125992408007,-0.029012320890541822,-0.2831301206913361
0.3884096190195915,0.42103775216603456,-0.24139540282781896,-0.2995693082482455,-0.27979952171554406,-0.033566366735906676,-0.26586116569001705,-0.4955434046001322
0.3742142298225331,-1.4770497058478131,-0.3705314560875831,-0.09204001480031745,-0.32583028385149476,-0.46164958430045433,-0.03143785966393388,-0.21709100057224454
-1.0498551332440673,-1.644221238038789,0.3898601139791413,0.2617528636902493,-0.35135924223183324,-0.4442432812395615,0.3061162975566581,-0.0013683078350936653
-0.9139418324211681,-0.18881981208046492,0.03602325583799172,-0.13742459074000013,-0.33596884708212815,-0.3984705201292314,0.21462122064484343,-0.08497811234435382
0.6412083585501842,0.30707514420500887,-0.4718474035856505,-0.27478166471313464,-0.2814003474923376,-0.14119724573147924,-0.24189929467685178,-0.4522538391985752
0.6264089102383573,-0.16265359493261367,-5.564300136538424e-17,-0.2387196251491045,-0.21388481840862297,0.40617619442074965,-0.6074683431949384,-0.710319048753457
-0.48657000872249584,0.9938473298062828,-5.564300136538424e-17,-0.2648981611871954,-0.34776440538794956,-0.3598388035794202,0.4026392811641709,0.029467660368453732
-0.33495117091561705,-0.6020784465196394,0.031208148090372444,-0.13473696005878028,-0.1941974698828008,0.2203621640171693,-0.7967814702192139,-0.7863101128491335
-0.7777265020408846,-0.13379766112553426,-0.007983426192106418,-0.18680731417804314,-0.38584720797191585,-0.7053091506045979,0.9444238930270256,0.7165239545910858
1.3678914736166192,0.008798563807739449,-0.8218813785187641,-0.2422036126980166,-0.24312095226322317,0.17152850196329916,-0.5584185307846364,-0.6766422315665641
-1.3497704837265985,-1.167918620444708,0.2971232101482995,0.07257687220490047,-0.3819715245352924,-0.5643563736329097,0.8312067467761878,0.43834278050457387
-0.46180358501698976,-0.9963745444951188,0.1039216760774805,-0.04382823208972082,-0.3333288887811991,-0.4706514450005058,0.11293436987471846,-0.12611568219830796
0.6173480235168307,0.844200728016184,-0.34690131575336247,-0.3555528788681159,-0.32774004090381464,-0.32201081945433535,0.014810553340633938,-0.27176304975856336
0.5693253238927397,-0.5957593563235288,-0.2559857406933603,-0.1481842043218151,-0.3263358077721692,-0.40839610139034094,-0.09442864282232971,1.3564904523647298e-16
0.6179520826315992,0.6108435348817343,-0.30577931719030804,-0.2683446330899123,0.029524953107759554,0.9903783921190342,-1.10717344471085,-0.9081561581817611
-1.231374897231984,-1.329462821166174,0.2551440595011108,0.10162244912512235,-0.36315480053765464,-0.6160003164912057,0.4719886346709989,1.3564904523647298e-16
-0.029901317957554168,1.0572091282717229,-0.17640316499868192,-0.3265301467351165,-0.3491124691876113,-0.6693422719449829,0.3220884648437036,0.22444523221014817
0.03654518466697438,-1.7363127218329888,-0.20374137788019,0.02337799360600055,-0.199589725115037,0.25632351166665257,-0.676391081191489,-0.72958486164428
-2.2214277863374594,-1.2991097339059043,2.514574237452408,1.4263683068493667,0.6790670314490302,2.093220462395056,-1.3836360801756318,-0.972888666898484
0.512241737547122,-1.003601721350224,-5.564300136538424e-17,-0.13340152914786826,-0.30656420523157696,-0.366800722104032,-0.17991611706669713,-0.34833625571222776
-0.582615407970678,-1.6462976893216446,0.04349438522183448,0.025097570929009324,-0.362087583364322,-0.49495819475475317,0.5800476543304206,0.275051939225314
-0.2289387962737556,-0.05645859931946261,-5.564300136538424e-17,-0.23757106309283796,-0.33290761884170544,-0.3668937406613609,0.30698824238020667,-0.004955085285624212
0.8559513738503651,0.022523505426399797,-0.8089679171338666,-0.26209913004706814,-0.3368675562595098,-0.5309282017846174,0.031191371249069105,-0.16206468764923146
0.710675156748555,0.6796576554516405,-0.5206598943286294,-0.28950548620087146,-0.3444504152039843,-0.6413092708955428,0.20561810634808705,0.09279776413687871
1.2452674733186255,0.8751754079808974,-0.5529925148218106,-0.3740022023295828,0.027530942007080273,1.0889828155627284,-1.091142114313051,-0.9073667287754279
0.7061447133877916,0.9638661022893608,-0.4074234724003929,-0.3738591770768194,-0.33276719552854095,-0.46612701429881404,0.023636321113096152,-0.2089952155514226
-1.1960374390180302,-0.8593217121534181,0.4188334754640566,-0.0019262775517254476,-0.21767624786406556,0.2383898007020548,-0.6802936456693334,-0.7405065170191137
-0.13651775171418407,-0.4055462501965865,-0.2351293329199505,-0.18007711150504213,-0.3727316705156299,-1.9070356514534015e-16,0.942571327180441,1.1237347935032533
-0.04590888449891786,1.1677873819916829,-0.33696496785515495,-0.31175287350177733,-0.3527353906806922,-0.5876842118905666,0.19360826503046466,-0.02056804528687622
0.7133934227650129,0.11070626364625559,-0.704038786936901,-0.27782509209949535,-0.33841221270431976,-0.6269704706700387,-0.008191730474937422,-0.09934388140701762
0.20991015060551704,0.22669252866095482,-0.567232779162703,-0.3145844355245384,-0.3684347171395128,-0.7645692053083365,0.6895939604576439,0.7573775625875939
0.4530439442998147,1.545840472144448,-0.4671683622572968,-0.36020332532076066,-0.20141522818617602,0.357040813724419,-0.7220079532284731,-0.7644777116931109
-3.26554396621471,-2.1617219690288074,5.03367180314345,4.7390853736257865,4.099132998915883,2.4505129544092616,-1.8280434029294677,-1.0141975667131111
0.7263806937325344,0.6680382040034706,-5.564300136538424e-17,-0.3257183568672751,-0.22261914850761094,0.34722658054344185,-0.6238065957214809,-0.7222929653673931
1.0725065664948512,1.323638386569898,-5.564300136538424e-17,-0.33488370867920136,-0.28743854995841295,-0.16390740907681464,-0.35646454525150967,-0.5307809844826933
-0.5765748168229936,-0.7802921703524724,0.03128899065269696,-0.16468946058915074,-0.3841340435647442,-0.7359256626534113,0.8464575846291049,1.3564904523647298e-16
1.040491433412124,-0.8895203042851347,-0.6815764939016979,-0.2216555236434669,-0.2664873916141099,0.034244471280553496,-0.4810755168660818,-0.6320596701294711
0.8432661324402279,-0.33054634883516826,-0.04268881212537608,-0.09621148142777326,-0.3372888261990034,-1.9070356514534015e-16,0.33436661385497846,0.0030143647106978433
0.2990088700338622,0.21758655344661867,-0.5046936772172593,-0.3331100932990976,-0.2919601806624647,-0.03920854673587289,-0.3497018062887129,-0.5644645506866485
-0.3606236832932758,0.11459886615869631,-0.08324877590618295,-0.2513559620403349,-0.3689402410601873,-0.40611065676315095,0.568092800039,0.14533617969527615
0.6366779151894209,-0.3306698171197827,-0.39932240733819635,-0.2690867990259251,-0.38680208651487047,-0.7477684383531735,1.0031514196208258,0.8832839380222062
-0.8958200589781149,0.8341296854249517,0.20012411975675984,-0.260430347735747,-0.3779273331027179,-0.7761612159376243,1.330535181799044,1.450510869211348
0.056479135454332946,0.9155350794536746,-0.2600841521771153,-0.3710839594609841,-0.37430441160963707,-0.7267383767711117,0.7274566076258147,0.6249161212856983
0.9785753741483587,0.338964693441112,-0.33977706432202837,-0.31329519553381485,-0.3906496853022967,-0.680335233488867,1.1973962802325135,0.92462571480138
0.27967897836127203,1.0294774618000122,-0.18385446539630126,-0.32939445293164166,-0.2737613192494688,0.03661235715969155,-0.36762967017001874,-0.5635866203459036
0.7442004376182034,0.4278380220314658,-0.4990418036923409,-0.29983365964917585,-0.3151300273682032,-0.16074239534871343,-0.1614996042787627,-0.4322055344602682
-0.1283629536648101,0.09778443428583908,-0.3774689138978618,-0.267736017689457,-0.36172248275681207,-0.35240592469520676,0.45655477086294194,0.04189881639745836
-0.06221848059766578,-0.8072003016281815,-0.23313880020808014,-0.14657635711844427,-0.38680208651487047,-0.8564944353467329,1.5990214096876694,2.044263179500835
-2.104542347629766,-1.3339104934748993,1.9454239845802075,0.9696530910244465,0.37342164745079115,-1.9070356514534015e-16,-1.2745108019487268,-0.9508650107082749
0.9347810883276467,0.9953013696412097,-0.6201451999878662,-0.30927277843797585,-0.3763265073259243,-0.7950505495395761,1.0176179261094884,1.1354544562866342
-0.30686242207888453,0.11565226358812125,-0.24680565681769595,-0.23501144327597245,-0.38323533435377327,-0.8372255200710068,1.3547312678079868,1.6762881747171456
0.4312978161681508,-0.4090873142967828,-0.422845782685023,-0.23126663239735293,-0.36071143488187385,-0.7508616858291803,0.5399897971097565,0.5876050160652458
0.735441580454061,-0.6353644408151539,-0.7128715899052259,-0.16752517636899905,-0.27960292907039586,-1.9070356514534015e-16,-0.3216648636314319,-0.5341210267696034
-0.23981186033958754,-0.6286802852685746,-5.564300136538424e-17,-0.13407873613832866,-0.39834488287714925,-0.7697142777209713,1.9594883785537558,2.1066882912830036
-0.3400856733911488,0.23891918442761143,0.45901071735754717,-0.08539507517695596,1.395956130810886,2.1128434149239284,-1.643055241844357,-1.005705660352083
0.4270694023647717,0.030721871091254925,-5.564300136538424e-17,-0.24167737597521877,-0.3586331698336029,-0.7091354893500178,0.4507410365198399,0.40445330112568156
-1.1401619709019495,-1.116983438171421,0.385000481727475,0.07232407694291643,-0.28620282478912923,0.05680732209711271,-0.32325431959700246,-0.5510333260462484
-0.9858248670786126,-1.3846955821021456,-5.564300136538424e-17,0.10248598727891088,-0.39185732578879395,-0.8440890597250933,1.6034386079415908,1.9190773320830756
0.07460090889738619,-0.33551997842453213,-0.3597732717883179,-0.255510286628622,-0.3529038986766432,-0.36660592952486937,0.3088906934549841,-0.047959277152696836
0.029296475289753085,0.5014318978566491,-0.3407916073554512,-0.23551818426487883,-0.04245603738161251,0.41202329716517394,-1.1447095030848624,-0.9103159794067023
0.5255310380720276,0.5399794970916647,-0.15266783942038387,-0.2897989842014037,-0.3994963540316628,-1.9070356514534015e-16,2.51295505942182,3.581780587660999
-0.08668287474578766,0.4136139119477772,-0.5146419694183603,-0.35579592299524077,0.020228929520988613,1.018782057806116,-1.1157436753974823,-0.9153386586136113
-3.2030238478361768,-2.6857607260514893,5.315036307777943,5.838460438846629,1.2793205269367256,2.241554887162256,-1.4851544506550967,-0.9882414878965206
-0.14769284533740024,0.6092143457885407,-5.564300136538424e-17,-0.3029697991742857,-0.17554925384752476,0.3527413379650799,-0.7406097974262594,-0.7585254041440318
1.226843670318188,0.30184220117772426,-0.6782611820293634,-0.21851221479451927,-0.3307170151630565,-0.49417378919530186,-0.037835878781474264,-0.22455275188459467
-0.19329930850241756,-0.652138900040707,-5.564300136538424e-17,-0.19525648347276725,-0.3237520188032238,-0.34777143687605405,-0.2202539200576612,-0.4414380024243715
0.1624915100961944,0.34575644454564275,-0.3473043197004928,-0.2956609626921657,0.0789820438565181,-1.9070356514534015e-16,-1.142891917023035,-0.9213495393434296
0.7055406542730231,0.14243733742351805,-0.5176089248347648,-0.2678247487125944,-0.359896979685673,-0.720084406790318,0.4195064932908785,0.38855344299019823
0.6786600236658276,-0.38862454525646767,-0.2282530530753059,-0.23876958532846815,1.1997285928200927,2.9719761306793133,-1.5627547700944404,-1.0049741766370477
0.6442286541240264,1.2002565265146163,-0.421531569561551,-0.32675688811888814,-0.34824184465942687,-0.5381286649821242,-0.01301258526520168,-0.22511838154077596
0.9199816400158198,1.14513513236333,-0.5732739712061343,-0.31166273408765616,-0.38851525092204214,-1.9070356514534015e-16,1.460683379972305,1.6352330316631563
0.36787160911746447,1.4409265685854928,-5.564300136538424e-17,-0.3700616380164544,-0.36433435637495465,-0.5491646754342521,0.4649669126904473,0.1373055166181981
-1.5569627600921738,-1.8382893006760244,0.7682485568840289,0.5426039235101334,-0.28743854995841295,-0.19545793825465488,-0.47628510069970975,-0.6106981937998835
0.41015574715125536,0.22210473782915177,-5.564300136538424e-17,-0.2801523301140062,-0.36795727786803556,-0.5867696107327622,0.4456093702358274,0.16197013661808862
-2.867166980024923,-2.003942141747961,3.7059769427163767,3.0922130222403355,2.6498520654379996,2.6607432785201786,-1.742128602445845,-1.0097417756826295
0.5717415603518134,-0.4915080960304064,-0.5801984021483029,-0.2748497074530936,-0.2871015340001002,-0.22880043902879793,-0.3916795349486985,-0.5398915270397471
-1.3416156856772246,-1.3629218471783522,0.7716056196882298,0.336338207367866,-0.3663564520912419,-0.5715094072376148,0.606621921166176,0.3282754090337209
0.31924485037860495,1.216036571710552,-0.4924182807735946,-0.3488093081974337,-0.3219265157320848,-0.41992627732318816,-0.21829429370603534,-0.40285113577007003
0.28420942172203534,0.35778823936286186,-0.3216638717964392,-0.2804160368592332,-0.030435801815034896,1.2009898481324968,-0.9754703885054931,-0.8762536632123868
0.7907129894553734,0.6985004050312825,-0.5476903058524593,-0.3492103624748049,-0.32473498199537565,-0.2970267142007647,0.09012732573726205,-0.21925978370797194
0.37210002292084354,0.2895621032553874,-5.564300136538424e-17,-0.3428049105322922,-0.27039115969993055,0.07635388774741447,-0.4552733036618538,-0.6265061362869764
0.241321224573476,1.2705697340092879,-0.3049690953107026,-0.3802720439946138,-0.2896853229690456,-0.23372593023184643,-0.3742369144344573,-0.5284387487257357
-0.5454657724124189,-1.3977071625357083,0.08313135490106331,-0.03414963677880089,-0.3746975968999335,-0.7779888164933114,0.9770499376470377,1.3564904523647298e-16
-0.09634782058208272,0.8916873700933238,-0.34308761090265794,-0.35761345753776164,-0.36860322510187454,-0.7673404974297355,0.6513770811111026,0.7162548138629998
1.5663248928180522,0.607704269146816,-0.6680717684736956,-0.33363172162631516,-0.40668602768584083,-0.8452932739993012,2.3485515587366126,2.682330194076389
0.4633129492508782,0.8215039054623849,-0.38757536787478064,-0.3027504523612629,-0.34051856243537715,-0.655294634527871,0.20897971314944144,0.15188876660842554
1.0951587832986678,1.2761152765387893,-0.48078933313734273,-0.3817191278705247,-0.3844991441722541,-0.7375410686678373,1.005769888644602,0.8807026146321776
-1.151941123639934,-1.6707967606639453,-5.564300136538424e-17,0.28229395271481816,-0.3351824765015353,-0.4160797131380599,0.038581459202821466,-0.2294067210522141
